Source Port,Destination Port,NAT Source Port,NAT Destination Port,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),pkts_sent,pkts_received,Original_Action,Unsupervised_Prediction,Supervised_Prediction,Risk_label
43176,53,34266,53,168,78,90,2,30,1,1,allow,0,0,Normal
49334,53,23056,53,184,94,90,2,31,1,1,allow,0,0,Normal
38664,37965,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
55538,53,48787,53,195,102,93,2,30,1,1,allow,0,0,Normal
56760,53,60380,53,760,96,664,2,31,1,1,allow,0,0,Normal
36685,35440,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
62952,38741,48558,38741,18963,9580,9383,211,348,109,102,allow,1,0,Potential Threat
25961,55783,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
55018,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
49343,443,10308,443,1556,769,787,17,134,9,8,allow,1,0,Potential Threat
49484,53,47845,53,742,88,654,2,31,1,1,allow,0,0,Normal
56643,443,24007,443,1560,988,572,13,21,7,6,allow,0,0,Normal
50584,61467,32483,61467,1377,300,1077,6,1200,3,3,allow,1,0,Potential Threat
63046,53,33586,53,510,164,346,2,30,1,1,allow,0,0,Normal
52618,80,60049,80,1141,529,612,10,18,6,4,allow,1,0,Potential Threat
65300,53,18303,53,195,102,93,2,31,1,1,allow,0,0,Normal
65439,53,10579,53,228,110,118,2,30,1,1,allow,0,0,Normal
49713,53,34138,53,198,94,104,2,30,1,1,allow,0,0,Normal
65189,27015,25952,27015,281,78,203,2,30,1,1,allow,1,0,Potential Threat
52228,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
64559,53,44867,53,168,86,82,2,31,1,1,allow,0,0,Normal
64509,9571,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
63545,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
63711,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
58082,443,14473,443,45314943,1391230,43923713,47149,303,15196,31953,allow,1,0,Potential Threat
65165,53,54019,53,200,102,98,2,31,1,1,allow,0,0,Normal
53837,443,2999,443,499,425,74,4,0,3,1,allow,0,0,Normal
65071,53,53845,53,411,99,312,4,52,2,2,allow,0,0,Normal
50016,80,57935,80,827,687,140,6,32,4,2,allow,0,0,Normal
56568,53,34489,53,102,102,0,1,30,1,0,allow,0,0,Normal
62861,443,20935,443,4777,2262,2515,10,122,5,5,allow,1,0,Potential Threat
54730,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
57090,51505,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
56422,53,18940,53,199,102,97,2,30,1,1,allow,0,0,Normal
64875,53,51837,53,211,102,109,2,30,1,1,allow,0,0,Normal
56703,53,61350,53,198,101,97,2,31,1,1,allow,0,0,Normal
64962,53,48454,53,226,94,132,2,30,1,1,allow,0,0,Normal
55161,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
37569,443,55677,443,120566,15345,105221,173,125,72,101,allow,1,0,Potential Threat
48557,37965,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
50945,80,53857,80,6920116,91852,6828264,6765,79,1277,5488,allow,1,0,Potential Threat
54516,53,54516,53,235,90,145,2,33,1,1,allow,0,0,Normal
64980,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
63934,53,32673,53,209,110,99,2,29,1,1,allow,0,0,Normal
39715,443,41417,443,65276,4554,60722,82,217,34,48,allow,1,0,Potential Threat
47178,53,0,0,82,82,0,2,40,2,0,allow,0,0,Normal
56536,443,9088,443,8866,2743,6123,23,139,11,12,allow,1,0,Potential Threat
10035,443,49026,443,7915,1634,6281,25,315,11,14,allow,1,0,Potential Threat
58638,5900,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
49308,22114,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
56639,53,13077,53,168,86,82,2,31,1,1,allow,0,0,Normal
57665,52700,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
60136,56205,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
65401,53,57745,53,235,102,133,2,29,1,1,allow,0,0,Normal
44945,80,24197,80,1729,1287,442,7,15,5,2,allow,1,0,Potential Threat
52155,80,42520,80,1056,682,374,10,15,6,4,allow,0,0,Normal
63832,25174,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
34808,22114,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
49509,53,2190,53,339,110,229,2,30,1,1,allow,0,0,Normal
49406,443,41618,443,7808,2879,4929,36,186,19,17,allow,1,0,Potential Threat
64249,53,32881,53,181,94,87,2,30,1,1,allow,0,0,Normal
8430,53,61822,53,239209,233954,5255,2850,88,2822,28,allow,1,0,Potential Threat
49001,40108,0,0,161,161,0,1,0,1,0,deny,1,1,High Risk
60290,53,25533,53,199,94,105,2,29,1,1,allow,0,0,Normal
25565,62979,0,0,60,60,0,1,0,1,0,deny,1,1,High Risk
37683,53,37683,53,240,98,142,2,30,1,1,allow,0,0,Normal
57139,53,34151,53,166,86,80,2,29,1,1,allow,0,0,Normal
58555,443,6848,443,15546,2361,13185,39,123,18,21,allow,1,0,Potential Threat
55838,443,19179,443,7034,2039,4995,37,255,18,19,allow,1,0,Potential Threat
50402,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
53015,64147,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
37621,443,45461,443,27993,2483,25510,51,48,25,26,allow,1,0,Potential Threat
62053,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
52748,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
57499,80,58855,80,30979,1798,29181,46,14,23,23,allow,1,0,Potential Threat
48513,443,48513,443,4566,1659,2907,19,27,11,8,allow,1,0,Potential Threat
53270,443,48173,443,21684,2143,19541,38,322,16,22,allow,1,0,Potential Threat
57131,35776,0,0,145,145,0,1,0,1,0,deny,1,1,High Risk
36144,443,59381,443,8859,1662,7197,26,75,14,12,allow,1,0,Potential Threat
55136,11392,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
49411,53,10560,53,195,102,93,2,31,1,1,allow,0,0,Normal
64790,53,64538,53,779,86,693,2,30,1,1,allow,1,0,Potential Threat
54792,443,48996,443,9515,2231,7284,25,22,14,11,allow,1,0,Potential Threat
53906,12051,34312,12051,258,70,188,4,9,2,2,allow,1,0,Potential Threat
1738,80,1738,80,87958,5378,82580,100,95,39,61,allow,1,0,Potential Threat
49701,443,3982,443,28497,1646,26851,31,138,9,22,allow,1,0,Potential Threat
50522,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
58864,443,26989,443,312852,8845,304007,317,45,99,218,allow,1,0,Potential Threat
57126,53,50266,53,183,94,89,2,30,1,1,allow,0,0,Normal
6881,46776,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
10088,443,42389,443,7243,1860,5383,26,330,14,12,allow,1,0,Potential Threat
65438,53,17432,53,332,94,238,2,29,1,1,allow,0,0,Normal
50128,80,27649,80,20575,11455,9120,92,966,47,45,allow,1,0,Potential Threat
54305,39004,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
56622,53,31873,53,214,110,104,2,30,1,1,allow,0,0,Normal
62748,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
53545,443,54715,443,7330,2295,5035,19,135,9,10,allow,1,0,Potential Threat
37603,443,61350,443,573,425,148,5,1,3,2,allow,1,0,Potential Threat
49284,53,41000,53,195,86,109,2,30,1,1,allow,0,0,Normal
40342,53,32234,53,168,78,90,2,29,1,1,allow,0,0,Normal
53774,58433,12540,58433,320,140,180,6,7,3,3,allow,1,0,Potential Threat
56688,443,37544,443,32780,6864,25916,142,345,57,85,allow,1,0,Potential Threat
60338,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
55025,443,11622,443,7599,3113,4486,30,20,17,13,allow,1,0,Potential Threat
50130,53,36317,53,179,94,85,2,30,1,1,allow,0,0,Normal
60965,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
64505,53,32135,53,214,102,112,2,30,1,1,allow,0,0,Normal
5790,43890,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
60867,443,23930,443,14125,3827,10298,33,45,18,15,allow,1,0,Potential Threat
49665,53,35069,53,168,86,82,2,32,1,1,allow,0,0,Normal
52936,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
57137,53,2649,53,279,96,183,4,31,2,2,allow,0,0,Normal
49761,80,17829,80,2113,1181,932,10,127,6,4,allow,1,0,Potential Threat
58744,1433,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
27005,27237,36473,27237,876,126,750,2,30,1,1,allow,1,0,Potential Threat
62935,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
19412,53,19412,53,229,98,131,2,30,1,1,allow,0,0,Normal
55564,53,55564,53,215,88,127,2,30,1,1,allow,0,0,Normal
52280,44847,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
63869,34368,37141,34368,70,70,0,1,4,1,0,allow,1,0,Potential Threat
46000,53,44521,53,164,78,86,2,31,1,1,allow,0,0,Normal
57136,53,53104,53,177,94,83,2,30,1,1,allow,0,0,Normal
64415,53,15855,53,221,94,127,2,30,1,1,allow,0,0,Normal
16387,51369,0,0,60,60,0,1,0,1,0,deny,1,1,High Risk
52162,15104,33803,15104,70,70,0,2,7,2,0,allow,1,0,Potential Threat
53680,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
57252,53,26443,53,229,102,127,2,30,1,1,allow,0,0,Normal
57206,53,29989,53,292,85,207,4,50,2,2,allow,0,0,Normal
26048,21,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
53366,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
63914,32805,62469,32805,66,66,0,2,8,2,0,allow,1,0,Potential Threat
37627,443,10583,443,70,70,0,2,5,2,0,allow,0,0,Normal
3052,20421,0,0,104,104,0,1,0,1,0,deny,1,1,High Risk
49991,80,28668,80,2095,1010,1085,11,87,6,5,allow,0,0,Normal
44884,443,19838,443,36435,28844,7591,65,396,35,30,allow,1,0,Potential Threat
58174,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
52666,40108,0,0,148,148,0,1,0,1,0,deny,1,1,High Risk
57970,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
65136,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
49524,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
55554,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
64190,2767,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
50465,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
52560,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
52167,80,36480,80,1734,800,934,10,16,6,4,allow,0,0,Normal
27005,27015,42995,27015,1758,252,1506,5,32,3,2,allow,1,0,Potential Threat
14082,50584,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
49708,53,16944,53,178,94,84,2,30,1,1,allow,0,0,Normal
55942,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
49631,443,24213,443,6304,1793,4511,29,255,15,14,allow,1,0,Potential Threat
50254,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
51811,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
50471,80,51148,80,1658,1247,411,8,15,5,3,allow,0,0,Normal
50503,443,44653,443,9295,3094,6201,24,82,12,12,allow,1,0,Potential Threat
47749,53,47749,53,248,106,142,2,30,1,1,allow,0,0,Normal
65207,443,12429,443,8188,2769,5419,22,611,12,10,allow,1,0,Potential Threat
58638,5900,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
60489,53151,64380,53151,70,70,0,2,8,2,0,allow,1,0,Potential Threat
52051,29868,57987,29868,70,70,0,1,4,1,0,allow,1,0,Potential Threat
5379,37965,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
14923,51505,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
55141,53,55990,53,184,94,90,2,30,1,1,allow,0,0,Normal
57128,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
51398,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
56924,53,48740,53,216,110,106,2,30,1,1,allow,0,0,Normal
60612,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
31404,36841,0,0,100,100,0,1,0,1,0,deny,1,1,High Risk
56246,53,10681,53,816,97,719,2,31,1,1,allow,0,0,Normal
63968,53,62729,53,200,102,98,2,30,1,1,allow,1,0,Potential Threat
49891,443,20308,443,1820,1101,719,18,73,10,8,allow,0,0,Normal
49933,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
64753,53,4084,53,287,102,185,2,30,1,1,allow,0,0,Normal
64228,53,55912,53,266,110,156,2,30,1,1,allow,0,0,Normal
64478,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
55232,53,34536,53,177,94,83,2,29,1,1,allow,0,0,Normal
59728,5900,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
64232,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
33459,80,37833,80,1658,1344,314,10,14,5,5,allow,1,0,Potential Threat
49360,53,51221,53,321,102,219,2,30,1,1,allow,0,0,Normal
61933,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
55312,53,24613,53,195,102,93,2,30,1,1,allow,0,0,Normal
61884,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
47657,443,24927,443,502,140,362,8,140,3,5,allow,1,0,Potential Threat
53518,29500,52778,29500,320,140,180,6,7,3,3,allow,1,0,Potential Threat
37628,443,37628,443,1452,817,635,16,20,9,7,allow,1,0,Potential Threat
2422,50584,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
59738,443,4655,443,510,164,346,2,31,1,1,allow,0,0,Normal
0,0,0,0,244,244,0,2,0,2,0,allow,1,0,Potential Threat
62860,443,23047,443,4954,2554,2400,11,122,6,5,allow,1,0,Potential Threat
55296,23718,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
58935,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
58530,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
59773,53,31376,53,193,94,99,2,30,1,1,allow,0,0,Normal
50668,58833,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
52931,443,65247,443,8519,1687,6832,29,17,16,13,allow,1,0,Potential Threat
50594,25174,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
49922,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
64823,53,7121,53,199,102,97,2,31,1,1,allow,0,0,Normal
49290,53,50836,53,184,94,90,2,30,1,1,allow,0,0,Normal
2074,32480,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
49350,80,17216,80,2485,529,1956,12,17,6,6,allow,0,0,Normal
53126,47035,20200,47035,70,70,0,1,5,1,0,allow,1,0,Potential Threat
50020,53,1594,53,210,102,108,2,30,1,1,allow,0,0,Normal
56860,53,63586,53,184,102,82,2,30,1,1,allow,1,0,Potential Threat
50264,443,29730,443,430,60,370,7,24,2,5,allow,0,0,Normal
42071,443,52227,443,9366,5830,3536,23,121,12,11,allow,1,0,Potential Threat
64711,53,46738,53,211,110,101,2,30,1,1,allow,0,0,Normal
27969,25174,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
38484,48637,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
58874,443,39745,443,21478,2212,19266,47,86,19,28,allow,1,0,Potential Threat
1038,37965,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
57015,80,24329,80,214,140,74,4,31,3,1,allow,0,0,Normal
65201,53,38349,53,216,110,106,2,30,1,1,allow,0,0,Normal
56163,53,27486,53,188,96,92,2,31,1,1,allow,0,0,Normal
50787,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
60697,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
59789,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
51541,3389,51541,3389,3609,1654,1955,19,18,11,8,allow,1,0,Potential Threat
59422,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
54955,443,20454,443,10265,1831,8434,34,319,17,17,allow,1,0,Potential Threat
63772,35440,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
57001,53,43521,53,177,94,83,2,30,1,1,allow,0,0,Normal
55229,53,55587,53,199,94,105,2,30,1,1,allow,0,0,Normal
49535,80,31379,80,1548,847,701,10,16,5,5,allow,0,0,Normal
49392,80,13895,80,156587,46628,109959,307,314,203,104,allow,1,0,Potential Threat
49160,57470,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
55774,8060,26633,8060,70,70,0,2,8,2,0,allow,1,0,Potential Threat
52312,80,52312,80,450,246,204,8,29,5,3,allow,0,0,Normal
65091,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
57122,53,3566,53,216,110,106,2,30,1,1,allow,0,0,Normal
34600,80,41483,80,3089,775,2314,15,16,9,6,allow,1,0,Potential Threat
58638,5900,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
61865,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
60339,7010,60339,7010,3322,2027,1295,16,16,9,7,allow,1,0,Potential Threat
64999,53,20323,53,515,86,429,4,45,2,2,allow,0,0,Normal
57664,80,57664,80,1917,1468,449,10,19,6,4,allow,1,0,Potential Threat
7482,57470,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
64726,53,58493,53,352,94,258,2,30,1,1,allow,0,0,Normal
56134,53,59241,53,183,94,89,2,29,1,1,allow,0,0,Normal
64762,53,20987,53,194,102,92,2,31,1,1,allow,0,0,Normal
57706,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
29017,2222,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
61345,21247,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
54883,51505,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
60114,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
59361,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
63527,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
16393,22114,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
9223,443,33719,443,4081,443,3638,12,15,6,6,allow,1,0,Potential Threat
56126,53,32815,53,183,94,89,2,30,1,1,allow,0,0,Normal
61135,50265,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
56579,53,36844,53,288,94,194,2,30,1,1,allow,0,0,Normal
57068,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
58528,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
58357,62413,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
65380,53,10002,53,180,94,86,2,30,1,1,allow,0,0,Normal
65189,27214,42310,27214,231,78,153,2,29,1,1,allow,1,0,Potential Threat
63133,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
55815,443,3642,443,8602,1050,7552,16,120,7,9,allow,1,0,Potential Threat
49312,53,8379,53,216,94,122,2,29,1,1,allow,0,0,Normal
0,0,0,0,156,156,0,2,0,2,0,deny,1,1,High Risk
52696,21247,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
55481,53,35011,53,758,96,662,2,30,1,1,allow,0,0,Normal
55478,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
55411,53,25352,53,183,94,89,2,30,1,1,allow,0,0,Normal
50684,443,36548,443,6909,2495,4414,20,15,11,9,allow,1,0,Potential Threat
54184,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
57255,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
55669,53,24694,53,195,94,101,2,30,1,1,allow,0,0,Normal
51265,31652,0,0,72,72,0,1,0,1,0,reset-both,0,1,Known Attack
64588,53,11970,53,193,102,91,2,29,1,1,allow,0,0,Normal
49918,53,24031,53,196,100,96,2,31,1,1,allow,0,0,Normal
52933,80,52933,80,98765,5293,93472,131,199,48,83,allow,1,0,Potential Threat
56192,53,2949,53,170,87,83,2,30,1,1,allow,0,0,Normal
64878,26467,0,0,145,145,0,1,0,1,0,deny,1,1,High Risk
56906,50584,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
59974,443,48312,443,200862,57949,142913,361,24,172,189,allow,1,0,Potential Threat
53803,17637,39254,17637,70,70,0,1,5,1,0,allow,1,0,Potential Threat
61110,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
51272,12210,15332,12210,70,70,0,1,5,1,0,allow,1,0,Potential Threat
61609,25174,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
49540,53,42804,53,754,94,660,2,31,1,1,allow,0,0,Normal
56379,53,29859,53,166,86,80,2,31,1,1,allow,0,0,Normal
49765,53,55989,53,233,102,131,2,30,1,1,allow,0,0,Normal
64835,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
55325,53,48577,53,198,101,97,2,30,1,1,allow,0,0,Normal
64296,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
61406,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
56415,53,9528,53,199,102,97,2,30,1,1,allow,0,0,Normal
55000,5222,35744,5222,32608,22014,10594,225,215,124,101,allow,1,0,Potential Threat
49536,53,5228,53,239,94,145,2,30,1,1,allow,0,0,Normal
54828,443,24747,443,6296,1556,4740,22,16,12,10,allow,1,0,Potential Threat
49762,80,8921,80,2114,1182,932,10,127,6,4,allow,1,0,Potential Threat
56689,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
55915,53,47313,53,86,86,0,1,30,1,0,allow,0,0,Normal
3818,37965,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
34810,25174,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
58472,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
52015,80,59849,80,14830,11044,3786,27,37,15,12,allow,1,0,Potential Threat
64562,53,22327,53,371,94,277,2,30,1,1,allow,0,0,Normal
65181,53,41975,53,421,96,325,4,42,2,2,allow,0,0,Normal
4232,50584,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
52188,13182,17024,13182,70,70,0,1,4,1,0,allow,1,0,Potential Threat
49769,53,37724,53,780,93,687,2,31,1,1,allow,0,0,Normal
37965,51413,62222,51413,158,158,0,1,1200,1,0,allow,1,0,Potential Threat
51880,8001,53470,8001,86,86,0,1,29,1,0,allow,1,0,Potential Threat
58246,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
34170,80,4419,80,2865,2000,865,12,16,7,5,allow,1,0,Potential Threat
40203,80,61605,80,28577,1878,26699,47,31,23,24,allow,1,0,Potential Threat
64070,53,32128,53,243,94,149,2,31,1,1,allow,0,0,Normal
56278,52752,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
51810,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
51872,443,26165,443,442,250,192,8,30,5,3,allow,0,0,Normal
50968,443,5698,443,7532,3051,4481,13,120,6,7,allow,1,0,Potential Threat
6881,6881,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
64055,45105,11907,45105,66,66,0,2,7,2,0,allow,1,0,Potential Threat
55052,53,42687,53,198,102,96,2,30,1,1,allow,0,0,Normal
65136,53,1364,53,86,86,0,1,30,1,0,allow,0,0,Normal
37927,50265,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
7308,50584,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
50801,443,41271,443,6893,1384,5509,19,140,9,10,allow,1,0,Potential Threat
55649,443,18027,443,7045,2145,4900,18,136,8,10,allow,1,0,Potential Threat
57813,443,65376,443,6163,925,5238,18,109,10,8,allow,1,0,Potential Threat
53459,37807,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
59374,51505,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
49532,53,28306,53,730,102,628,2,31,1,1,allow,0,0,Normal
50405,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
56972,53,28054,53,177,94,83,2,30,1,1,allow,0,0,Normal
49418,33058,55897,33058,244,78,166,2,30,1,1,allow,1,0,Potential Threat
11136,19910,0,0,145,145,0,1,0,1,0,deny,1,1,High Risk
56513,53,43170,53,184,86,98,2,30,1,1,allow,0,0,Normal
56656,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
55698,45710,57579,45710,70,70,0,1,5,1,0,allow,1,0,Potential Threat
52565,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
55232,25174,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
49229,53,40938,53,183,94,89,2,29,1,1,allow,0,0,Normal
52216,80,58055,80,15824,805,15019,25,18,9,16,allow,1,0,Potential Threat
46116,57470,0,0,74,74,0,1,0,1,0,deny,1,1,High Risk
60234,80,15861,80,1131,772,359,10,151,6,4,allow,1,0,Potential Threat
44411,37965,0,0,62,62,0,1,0,1,0,deny,0,1,Known Attack
48706,23393,0,0,60,60,0,1,0,1,0,deny,0,1,Known Attack
2525,23,0,0,60,60,0,1,0,1,0,deny,1,1,High Risk
26553,57470,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
55496,80,55496,80,124,60,64,2,5,1,1,allow,0,0,Normal
2791,7302,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
50272,53,50516,53,168,78,90,2,30,1,1,allow,0,0,Normal
47727,25174,0,0,146,146,0,1,0,1,0,deny,1,1,High Risk
57236,53,14592,53,748,95,653,2,30,1,1,allow,0,0,Normal
65383,53,42198,53,267,94,173,2,30,1,1,allow,0,0,Normal
64175,56502,0,0,66,66,0,1,0,1,0,deny,1,1,High Risk
55708,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
54167,50584,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
65192,53,4438,53,172,88,84,2,30,1,1,allow,0,0,Normal
59892,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
53118,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
55630,53,11814,53,197,102,95,2,30,1,1,allow,0,0,Normal
57757,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
50282,37965,0,0,66,66,0,1,0,1,0,deny,0,1,Known Attack
50022,443,50896,443,70,70,0,2,5,2,0,allow,0,0,Normal
64454,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
63667,57470,0,0,145,145,0,1,0,1,0,deny,1,1,High Risk
38368,15000,38283,15000,130,70,60,2,5,1,1,allow,1,0,Potential Threat
50611,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
10797,50584,0,0,62,62,0,1,0,1,0,deny,1,1,High Risk
60544,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
38678,443,20008,443,380978,8857,372121,373,16,115,258,allow,1,0,Potential Threat
49856,443,10855,443,5512,978,4534,20,60,10,10,allow,1,0,Potential Threat
49672,80,61052,80,3874260,98179,3776081,4003,1072,1479,2524,allow,1,0,Potential Threat
50880,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
56257,53,40578,53,177,94,83,2,31,1,1,allow,0,0,Normal
64791,53,19745,53,763,102,661,2,29,1,1,allow,0,0,Normal
59624,445,0,0,70,70,0,1,0,1,0,drop,0,1,Known Attack
41432,53,63040,53,202,83,119,2,30,1,1,allow,1,0,Potential Threat
64431,53,36891,53,177,94,83,2,30,1,1,allow,0,0,Normal
50402,445,0,0,66,66,0,1,0,1,0,drop,0,1,Known Attack
